city,rank,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long,country
Byron Bay,1024,2.8,4.0,3.0,6596.0,19.0,4.0,39.0,5.0,3.0,5.0,4506.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,-28.6483333,153.6177778, Australia
Nashik,1025,2.8,3.0,2.0,771.0,10.0,3.0,71.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,20.0112475,73.7902364, India
Kinshasa,1026,2.8,2.0,2.0,2341.0,2.0,3.0,71.0,2.0,2.0,2.0,43.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,-4.3217055,15.3125974, République démocratique du Congo
Vladivostok,1027,2.8,3.0,2.0,1819.0,16.0,2.0,71.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,43.1150678,131.8855768, Россия
Monaco,1028,2.8,3.0,3.0,7298.0,64.0,5.0,21.0,5.0,3.0,1.0,14000.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,43.73844905,7.424224092532953, Monaco
Hiroshima,1029,2.8,4.0,3.0,2458.0,29.0,3.0,61.0,5.0,3.0,4.0,3220.0,2.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,34.3916058,132.4518156, 日本
Modena,1030,2.8,4.0,3.0,3450.0,18.0,4.0,53.0,5.0,2.0,4.0,2607.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,44.5384728,10.93596087053074, Italia
Duhok,1031,2.7,3.0,3.0,2867.0,1.0,3.0,53.0,5.0,3.0,4.0,583.0,3.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,37.042257,43.0953954, العراق
Leeds,1032,2.7,4.0,4.0,5135.0,26.0,5.0,34.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,53.7974185,-1.5437941, United Kingdom
Santa Barbara CA,1033,2.7,4.0,3.0,5833.0,72.0,4.0,27.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,34.4221319,-119.7026673, United States
High Point NC,1034,2.7,3.0,3.0,4229.0,43.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,35.9556924,-80.0053176, United States
Nago Okinawa,1035,2.7,4.0,3.0,2708.0,29.0,3.0,62.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,26.5914524,127.9773062, 日本
Taizhou,1036,2.7,3.0,2.0,1274.0,1.0,3.0,72.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,28.6581723,121.4163876, 中国
Columbia MO,1037,2.7,3.0,3.0,4504.0,37.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,2.0,5.0,3.0,38.95967995,-92.28967075718832, United States
Kaechon,1038,2.7,2.0,2.0,1551.0,1.0,2.0,25.0,4.0,2.0,4.0,108.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,39.7034723,125.8888149, 조선민주주의인민공화국
Wuhu,1039,2.7,3.0,2.0,1482.0,2.0,2.0,100.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,31.3536127,118.4277477, 中国
Palo Alto CA,1040,2.7,4.0,4.0,4564.0,58.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,37.4443293,-122.1598465, United States
Larnaca,1041,2.7,4.0,3.0,3531.0,13.0,4.0,62.0,4.0,3.0,4.0,1969.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,34.9236095,33.6236184, Κύπρος - Kıbrıs
Hangzhou,1042,2.7,3.0,3.0,1350.0,2.0,2.0,100.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,30.2489634,120.2052342, 中国
Whistler,1043,2.7,4.0,3.0,4414.0,26.0,3.0,20.0,4.0,3.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,50.1171903,-122.9543022, Canada
Arnhem,1044,2.7,4.0,3.0,4094.0,51.0,2.0,14.0,5.0,3.0,4.0,3813.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,51.984257,5.9108573, Nederland
Naypyidaw,1045,2.7,2.0,2.0,1918.0,5.0,2.0,14.0,4.0,2.0,2.0,104.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,19.7540045,96.1344976, မြန်မာ
Wenzhou,1046,2.7,3.0,2.0,1773.0,2.0,2.0,94.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,27.9963899,120.695345, 中国
Ningbo,1047,2.7,3.0,2.0,1821.0,2.0,2.0,96.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,29.8622194,121.6203873, 中国
Beersheba,1048,2.7,4.0,3.0,3640.0,14.0,3.0,58.0,4.0,4.0,4.0,3232.0,4.0,5.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,31.2457442,34.7925181, ישראל
Kobe,1049,2.7,4.0,3.0,2620.0,26.0,5.0,51.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,34.6932379,135.1943764, 日本
Dalian,1050,2.7,3.0,2.0,2024.0,2.0,3.0,83.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,38.9181714,121.6282945, 中国
Sinuiju,1051,2.7,2.0,2.0,1637.0,1.0,2.0,73.0,4.0,2.0,3.0,108.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,40.0940758,124.3977559, 조선민주주의인민공화국
Key West FL,1052,2.7,4.0,4.0,8363.0,38.0,5.0,73.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,24.5625566,-81.7724368, United States
Laayoune,1053,2.7,3.0,2.0,902.0,8.0,2.0,73.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,27.154512,-13.1953921, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
Qom,1054,2.7,3.0,2.0,1602.0,4.0,2.0,73.0,4.0,2.0,3.0,442.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,34.6423117,50.8800969, ایران
Suwon,1055,2.7,4.0,3.0,2369.0,20.0,3.0,79.0,5.0,3.0,4.0,2315.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,37.2633325,127.0287472, 대한민국
Tuscaloosa AL,1056,2.7,3.0,3.0,4606.0,38.0,3.0,40.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,33.494923,-86.849488, United States
Manteca CA,1057,2.7,4.0,3.0,3782.0,86.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,37.7986184,-121.2117148, United States
Kitakyushu,1058,2.7,4.0,3.0,2129.0,23.0,3.0,65.0,5.0,3.0,4.0,3220.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,33.8829996,130.8749015, 日本
West Palm Beach FL,1059,2.7,4.0,4.0,4865.0,31.0,4.0,22.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,26.715364,-80.0532942, United States
Honiara,1060,2.7,3.0,2.0,3220.0,0.0,2.0,22.0,4.0,2.0,2.0,158.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,-9.43779755,159.9624174786047, Solomon Islands
Changsha,1061,2.7,3.0,2.0,1525.0,1.0,2.0,103.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,28.2302056,112.9335861, 中国
A Coruna,1062,2.7,4.0,3.0,3505.0,27.0,3.0,43.0,5.0,2.0,4.0,2225.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,43.3712091,-8.3958768, España
Tulare CA,1063,2.7,4.0,3.0,3419.0,44.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,36.2516475,-118.852583, United States
Milan,1064,2.7,4.0,3.0,4139.0,18.0,3.0,110.0,5.0,2.0,4.0,2607.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,45.4641943,9.1896346, Italia
Nagasaki,1065,2.7,4.0,3.0,2886.0,44.0,4.0,110.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,33.1154683,129.7874339, 日本
Treviso,1067,2.7,4.0,3.0,2754.0,18.0,4.0,48.0,5.0,2.0,4.0,2607.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,45.80669135,12.206315763116372, Italia
Bellevue NE,1068,2.7,4.0,3.0,4497.0,51.0,3.0,48.0,4.0,5.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,41.1434547,-95.9124686, United States
Stanley,1069,2.7,3.0,4.0,4494.0,0.0,2.0,48.0,4.0,4.0,4.0,4733.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,-51.69487225,-57.84522966123792, Falkland Islands
Zaria,1070,2.7,2.0,2.0,981.0,5.0,2.0,48.0,3.0,2.0,2.0,181.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,11.0248119,7.651853311586596, Nigeria
Lodi CA,1071,2.7,3.0,3.0,3550.0,80.0,3.0,35.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,38.1301968,-121.2724473, United States
Jaipur,1072,2.7,3.0,3.0,626.0,8.0,2.0,125.0,4.0,2.0,2.0,142.0,4.0,5.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,26.9154576,75.8189817, India
Jabalpur,1073,2.7,3.0,2.0,1055.0,9.0,3.0,125.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,23.1608938,79.9497702, India
Riverside CA,1074,2.7,4.0,3.0,3580.0,56.0,4.0,39.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,33.9533546,-117.3961623, United States
Douala,1075,2.7,3.0,2.0,1380.0,2.0,4.0,39.0,3.0,3.0,2.0,115.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0429408,9.706203, Cameroun
Deventer,1076,2.7,4.0,3.0,4143.0,39.0,2.0,13.0,5.0,3.0,4.0,3813.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,52.2695736,6.236339604766698, Nederland
Nanchang,1077,2.7,3.0,2.0,773.0,2.0,2.0,97.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,2.0,28.687547,115.8540042, 中国
Cardiff,1078,2.7,4.0,3.0,4636.0,24.0,3.0,34.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,51.4816546,-3.1791934, United Kingdom
Palm Coast FL,1079,2.7,4.0,3.0,4436.0,40.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,29.5541432,-81.2207673, United States
Zhongshan,1080,2.7,3.0,2.0,1245.0,2.0,2.0,95.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,22.5213807,113.3656141, 中国
Juarez,1081,2.7,3.0,2.0,1663.0,25.0,2.0,37.0,2.0,2.0,3.0,704.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,19.29348285,-100.46459244066614, México
Lincoln NE,1082,2.7,3.0,3.0,4593.0,64.0,3.0,25.0,4.0,5.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,40.8088861,-96.7077751, United States
Mashhad,1083,2.7,3.0,2.0,1360.0,5.0,2.0,57.0,4.0,2.0,3.0,442.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,36.2974945,59.6059232, ایران
Thane,1084,2.7,3.0,2.0,905.0,10.0,4.0,62.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,19.1943294,72.9701779, India
Weifang,1085,2.7,3.0,2.0,915.0,7.0,2.0,119.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,36.7071591,119.1557441, 中国
Kitchener,1086,2.7,4.0,4.0,5617.0,25.0,5.0,26.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,43.451291,-80.4927815, Canada
Maputo,1088,2.7,2.0,2.0,2161.0,4.0,2.0,26.0,4.0,2.0,2.0,32.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,-25.966213,32.56745, Moçambique
Rimini,1089,2.7,3.0,3.0,3173.0,18.0,3.0,56.0,5.0,3.0,4.0,2607.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,43.9470982,12.630768610516004, Italia
Salento,1090,2.7,3.0,2.0,1115.0,10.0,3.0,56.0,1.0,2.0,3.0,484.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,2.0,4.6373012,-75.569799, Colombia
Bournemouth,1091,2.7,4.0,4.0,4879.0,26.0,3.0,36.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,50.7194784,-1.8767712, United Kingdom
Siena,1092,2.7,3.0,3.0,3391.0,18.0,2.0,44.0,5.0,3.0,4.0,2607.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,43.1672254,11.467181161339118, Italia
Wollongong,1093,2.7,4.0,4.0,5038.0,21.0,2.0,28.0,5.0,4.0,5.0,4506.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,-34.4243941,150.89385, Australia
Wenling,1094,2.7,3.0,2.0,1444.0,2.0,2.0,67.0,5.0,2.0,3.0,677.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,28.32213795,121.62828084679252, 中国
Baoding,1095,2.7,3.0,2.0,724.0,2.0,2.0,132.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,38.8579735,115.490696, 中国
Chamonix,1096,2.7,4.0,3.0,4781.0,27.0,3.0,13.0,4.0,2.0,4.0,3069.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,45.9246705,6.8727506, France
Wichita Falls TX,1097,2.7,3.0,3.0,4425.0,46.0,3.0,13.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,5.0,3.0,33.9137085,-98.4933873, United States
Puning,1099,2.7,3.0,2.0,1508.0,2.0,2.0,13.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,23.2790444,116.0876485, 中国
Khartoum,1100,2.7,2.0,2.0,170.0,1.0,2.0,13.0,3.0,2.0,1.0,175.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,15.5635972,32.5349123, السودان
Shiraz,1101,2.7,3.0,2.0,1845.0,4.0,2.0,105.0,4.0,2.0,3.0,442.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,29.6060218,52.5378041, ایران
Zandvoort,1102,2.7,4.0,3.0,4807.0,49.0,4.0,29.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,3.0,52.3713394,4.5307624, Nederland
Novocherkassk,1103,2.7,3.0,2.0,1006.0,15.0,2.0,29.0,2.0,2.0,4.0,721.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,47.41066,40.101986, Россия
Jodhpur,1105,2.7,3.0,3.0,876.0,9.0,5.0,148.0,4.0,3.0,2.0,142.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,26.2967719,73.0351433, India
Port Said,1106,2.7,3.0,2.0,1343.0,5.0,2.0,148.0,4.0,3.0,3.0,235.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,31.263235,32.305505, مصر
San Clemente CA,1107,2.7,4.0,3.0,4621.0,51.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,33.4270275,-117.6124179, United States
Amalfi,1108,2.7,3.0,3.0,3904.0,18.0,3.0,53.0,5.0,3.0,4.0,2607.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,40.63367,14.6026095, Italia
Turin,1109,2.7,4.0,3.0,3613.0,18.0,4.0,53.0,5.0,2.0,4.0,2607.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,45.0677551,7.6824892, Italia
Zhangjiakou,1110,2.7,3.0,2.0,1359.0,2.0,2.0,91.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,40.8228016,114.880567, 中国
Wuhan,1111,2.7,3.0,2.0,1216.0,1.0,3.0,113.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,30.5951051,114.2999353, 中国
Detroit MI,1112,2.7,3.0,3.0,4863.0,37.0,3.0,17.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,42.3315509,-83.0466403, United States
Santa Cruz,1113,2.7,3.0,2.0,2893.0,6.0,5.0,17.0,2.0,4.0,3.0,259.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,28.469648,-16.2540884, España
Yichang,1114,2.7,3.0,2.0,1297.0,1.0,2.0,99.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,30.694088,111.2803074, 中国
Wanaka,1115,2.7,4.0,4.0,5182.0,24.0,3.0,99.0,5.0,5.0,5.0,3353.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,-44.6941691,169.1364637, New Zealand / Aotearoa
Dnipro,1116,2.7,3.0,2.0,1202.0,26.0,2.0,99.0,4.0,2.0,4.0,175.0,2.0,5.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,51.9191343,30.8243039, Україна
Bay Islands,1117,2.7,3.0,2.0,2261.0,8.0,2.0,99.0,1.0,3.0,2.0,197.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,10.695556,119.301389, Luzon
Kelowna,1118,2.7,4.0,4.0,5040.0,25.0,5.0,21.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,49.8879177,-119.4959025, Canada
Guiyang,1119,2.7,3.0,2.0,1035.0,1.0,2.0,85.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,25.7561647,112.72964, 中国
Windsor,1120,2.7,4.0,4.0,5179.0,37.0,3.0,30.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,51.48375775,-0.6040964041849046, United Kingdom
Funafuti,1121,2.7,3.0,2.0,3191.0,0.0,2.0,30.0,2.0,2.0,4.0,257.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,-8.5199633,179.1982548, Tuvalu
Tanchon,1122,2.7,2.0,2.0,1660.0,1.0,2.0,30.0,4.0,2.0,4.0,108.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,40.4590505,128.9038646, 조선민주주의인민공화국
Lake Como,1123,2.7,3.0,3.0,3072.0,18.0,3.0,57.0,5.0,2.0,4.0,2607.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,45.9917589,9.264881035005711, Italia
Zhuzhou,1124,2.7,3.0,2.0,1205.0,2.0,2.0,121.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,2.0,27.4989086,113.1529127, 中国
Yamoussoukro,1125,2.7,2.0,2.0,2660.0,8.0,2.0,121.0,5.0,3.0,2.0,129.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.809107,-5.273263, Côte d’Ivoire
Kigali,1126,2.7,3.0,3.0,1454.0,3.0,3.0,121.0,4.0,3.0,2.0,59.0,2.0,5.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,-1.950851,30.061507, Rwanda
Zhuhai,1127,2.7,3.0,2.0,1692.0,2.0,2.0,81.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,22.273734,113.5721327, 中国
Jiaxing,1128,2.7,3.0,2.0,1665.0,2.0,2.0,86.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,30.7474425,120.7510971, 中国
Rosario,1129,2.7,4.0,3.0,1654.0,14.0,3.0,86.0,3.0,3.0,4.0,1037.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,-32.9595004,-60.6615415, Argentina
Jarabacoa,1130,2.7,3.0,2.0,3092.0,12.0,3.0,86.0,2.0,4.0,3.0,560.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0,3.0,2.0,2.0,19.1214072,-70.6432141, República Dominicana
Kanpur,1131,2.7,3.0,2.0,1154.0,9.0,3.0,123.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,26.4609135,80.3217588, India
Bruges,1132,2.7,4.0,3.0,3873.0,37.0,3.0,34.0,4.0,3.0,4.0,3433.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,44.889345000000006,-0.6024694830016308, France
Varanasi,1133,2.7,3.0,2.0,774.0,7.0,3.0,125.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,25.3356491,83.0076292, India
Yantai,1134,2.7,3.0,2.0,2079.0,1.0,2.0,101.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,37.461928,121.4425255, 中国
Ashgabat,1135,2.7,3.0,2.0,3655.0,2.0,2.0,59.0,4.0,2.0,3.0,532.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,37.9404648,58.3823487, Türkmenistan
Basel,1136,2.7,4.0,3.0,4745.0,34.0,3.0,1.0,5.0,3.0,4.0,6634.0,3.0,5.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,47.5581077,7.5878261, Schweiz/Suisse/Svizzera/Svizra
Praia,1137,2.7,3.0,2.0,5447.0,10.0,4.0,1.0,3.0,2.0,2.0,253.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,14.9162811,-23.5095095, Cabo Verde
Gori,1138,2.6,3.0,2.0,2517.0,9.0,4.0,1.0,4.0,2.0,4.0,304.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,41.9818469,44.1117811, საქართველო
