,rank,city,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long
987,1009,Rzeszow,2.8,3.0,3.0,1637.0,23.0,2.0,92.0,5.0,3.0,4.0,1028.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,50.0374531,22.0047174
988,1010,Changzhou,2.8,3.0,2.0,1171.0,1.0,3.0,91.0,5.0,2.0,3.0,677.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,31.8122623,119.9691539
989,1011,Dhanbad,2.8,3.0,2.0,907.0,8.0,3.0,146.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,23.7952809,86.4309638
990,1012,Nantes,2.8,4.0,3.0,4400.0,27.0,3.0,33.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,47.2186371,-1.5541362
991,1013,Venice,2.8,4.0,4.0,4156.0,18.0,5.0,33.0,5.0,2.0,4.0,2607.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,45.4371908,12.3345898
992,1014,Odessa TX,3.6,3.0,3.0,1071.0,33.0,2.0,17.0,4.0,2.0,4.0,175.0,2.0,5.0,3.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,31.8457149,-102.367687
993,1015,Kampala,2.8,3.0,2.0,1064.0,2.0,3.0,139.0,2.0,2.0,2.0,51.0,3.0,5.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,0.3177137,32.5813539
994,1016,Baton Rouge LA,2.8,3.0,3.0,4050.0,37.0,2.0,40.0,4.0,2.0,4.0,4817.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,28.2968872,-82.502277
995,1017,Fairfield CA,2.8,3.0,3.0,4049.0,86.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,38.2493581,-122.039966
996,1018,Medina,2.8,3.0,2.0,2173.0,11.0,3.0,203.0,4.0,2.0,3.0,1651.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,29.2836281,-99.1126826
997,1019,Yangshuo,2.8,3.0,2.0,1620.0,2.0,4.0,111.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,24.7807798,110.4922502
998,1020,Fresno CA,2.8,4.0,4.0,3197.0,73.0,2.0,39.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,36.7295295,-119.70886126075588
999,1022,Sochi,2.8,3.0,2.0,1376.0,13.0,2.0,39.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,43.5854823,39.723109
1000,1023,Punta Cana,2.8,3.0,2.0,2637.0,12.0,3.0,39.0,2.0,3.0,3.0,560.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,18.556551,-68.3691611
1001,1024,Byron Bay,2.8,4.0,3.0,6596.0,19.0,4.0,39.0,5.0,3.0,5.0,4506.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,-28.6483333,153.6177778
1002,1025,Nashik,2.8,3.0,2.0,771.0,10.0,3.0,71.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,20.0112475,73.7902364
1003,1026,Kinshasa,2.8,2.0,2.0,2341.0,2.0,3.0,71.0,2.0,2.0,2.0,43.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,-4.3217055,15.3125974
1004,1027,Vladivostok,2.8,3.0,2.0,1819.0,16.0,2.0,71.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,43.1150678,131.8855768
1005,1028,Monaco,2.8,3.0,3.0,7298.0,64.0,5.0,21.0,5.0,3.0,1.0,14000.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,43.73844905,7.424224092532953
1006,1029,Hiroshima,2.8,4.0,3.0,2458.0,29.0,3.0,61.0,5.0,3.0,4.0,3220.0,2.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,34.3916058,132.4518156
1007,1030,Modena,2.8,4.0,3.0,3450.0,18.0,4.0,53.0,5.0,2.0,4.0,2607.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,44.5384728,10.935960870530739
1008,1031,Duhok,2.7,3.0,3.0,2867.0,1.0,3.0,53.0,5.0,3.0,4.0,583.0,3.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,37.042257,43.0953954
1009,1032,Leeds,2.7,4.0,4.0,5135.0,26.0,5.0,34.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,53.7974185,-1.5437941
1010,1033,Santa Barbara CA,2.7,4.0,3.0,5833.0,72.0,4.0,27.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,34.4221319,-119.7026673
1011,1034,High Point NC,2.7,3.0,3.0,4229.0,43.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,35.9556924,-80.0053176
1012,1035,Nago Okinawa,2.7,4.0,3.0,2708.0,29.0,3.0,62.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,26.5914524,127.9773062
1013,1036,Taizhou,2.7,3.0,2.0,1274.0,1.0,3.0,72.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,28.6581723,121.4163876
1014,1037,Columbia MO,2.7,3.0,3.0,4504.0,37.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,2.0,5.0,3.0,38.95967995,-92.28967075718833
1015,1038,Kaechon,2.7,2.0,2.0,1551.0,1.0,2.0,25.0,4.0,2.0,4.0,108.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,39.7034723,125.8888149
1016,1039,Wuhu,2.7,3.0,2.0,1482.0,2.0,2.0,100.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,31.3536127,118.4277477
1017,1040,Palo Alto CA,2.7,4.0,4.0,4564.0,58.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,37.4443293,-122.1598465
1018,1041,Larnaca,2.7,4.0,3.0,3531.0,13.0,4.0,62.0,4.0,3.0,4.0,1969.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,34.9236095,33.6236184
1019,1042,Hangzhou,2.7,3.0,3.0,1350.0,2.0,2.0,100.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,30.2489634,120.2052342
1020,1043,Whistler,2.7,4.0,3.0,4414.0,26.0,3.0,20.0,4.0,3.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,50.1171903,-122.9543022
1021,1044,Arnhem,2.7,4.0,3.0,4094.0,51.0,2.0,14.0,5.0,3.0,4.0,3813.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,51.984257,5.9108573
1022,1045,Naypyidaw,2.7,2.0,2.0,1918.0,5.0,2.0,14.0,4.0,2.0,2.0,104.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,19.7540045,96.1344976
1023,1046,Wenzhou,2.7,3.0,2.0,1773.0,2.0,2.0,94.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,27.9963899,120.695345
1024,1047,Ningbo,2.7,3.0,2.0,1821.0,2.0,2.0,96.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,29.8622194,121.6203873
1025,1048,Beersheba,2.7,4.0,3.0,3640.0,14.0,3.0,58.0,4.0,4.0,4.0,3232.0,4.0,5.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,31.2457442,34.7925181
1026,1049,Kobe,2.7,4.0,3.0,2620.0,26.0,5.0,51.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,34.6932379,135.1943764
1027,1050,Dalian,2.7,3.0,2.0,2024.0,2.0,3.0,83.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,38.9181714,121.6282945
1028,1051,Sinuiju,2.7,2.0,2.0,1637.0,1.0,2.0,73.0,4.0,2.0,3.0,108.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,40.0940758,124.3977559
1029,1052,Key West FL,2.7,4.0,4.0,8363.0,38.0,5.0,73.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,24.5625566,-81.7724368
1030,1053,Laayoune,2.7,3.0,2.0,902.0,8.0,2.0,73.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,27.154512,-13.1953921
1031,1054,Qom,2.7,3.0,2.0,1602.0,4.0,2.0,73.0,4.0,2.0,3.0,442.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,34.6423117,50.8800969
1032,1055,Suwon,2.7,4.0,3.0,2369.0,20.0,3.0,79.0,5.0,3.0,4.0,2315.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,37.2633325,127.0287472
1033,1056,Tuscaloosa AL,2.7,3.0,3.0,4606.0,38.0,3.0,40.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,33.494923,-86.849488
1034,1057,Manteca CA,2.7,4.0,3.0,3782.0,86.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,37.7986184,-121.2117148
1035,1058,Kitakyushu,2.7,4.0,3.0,2129.0,23.0,3.0,65.0,5.0,3.0,4.0,3220.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,33.8829996,130.8749015
1036,1059,West Palm Beach FL,2.7,4.0,4.0,4865.0,31.0,4.0,22.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,26.715364,-80.0532942
1037,1060,Honiara,2.7,3.0,2.0,3220.0,0.0,2.0,22.0,4.0,2.0,2.0,158.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,-9.437797549999999,159.9624174786047
1038,1061,Changsha,2.7,3.0,2.0,1525.0,1.0,2.0,103.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,28.2302056,112.9335861
1039,1062,A Coruna,2.7,4.0,3.0,3505.0,27.0,3.0,43.0,5.0,2.0,4.0,2225.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,43.3712091,-8.3958768
1040,1063,Tulare CA,2.7,4.0,3.0,3419.0,44.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,36.2516475,-118.852583
1041,1064,Milan,2.7,4.0,3.0,4139.0,18.0,3.0,110.0,5.0,2.0,4.0,2607.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,45.4641943,9.1896346
1042,1065,Nagasaki,2.7,4.0,3.0,2886.0,44.0,4.0,110.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,33.1154683,129.7874339
1043,1067,Treviso,2.7,4.0,3.0,2754.0,18.0,4.0,48.0,5.0,2.0,4.0,2607.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,45.806691349999994,12.206315763116372
1044,1068,Bellevue NE,2.7,4.0,3.0,4497.0,51.0,3.0,48.0,4.0,5.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,41.1434547,-95.9124686
1045,1069,Stanley,2.7,3.0,4.0,4494.0,0.0,2.0,48.0,4.0,4.0,4.0,4733.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,-51.69487225,-57.84522966123792
1046,1070,Zaria,2.7,2.0,2.0,981.0,5.0,2.0,48.0,3.0,2.0,2.0,181.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,11.0248119,7.651853311586596
1047,1071,Lodi CA,2.7,3.0,3.0,3550.0,80.0,3.0,35.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,38.1301968,-121.2724473
1048,1072,Jaipur,2.7,3.0,3.0,626.0,8.0,2.0,125.0,4.0,2.0,2.0,142.0,4.0,5.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,26.9154576,75.8189817
1049,1073,Jabalpur,2.7,3.0,2.0,1055.0,9.0,3.0,125.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,23.1608938,79.9497702
1050,1074,Riverside CA,2.7,4.0,3.0,3580.0,56.0,4.0,39.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,33.9533546,-117.3961623
1051,1075,Douala,2.7,3.0,2.0,1380.0,2.0,4.0,39.0,3.0,3.0,2.0,115.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0429408,9.706203
1052,1076,Deventer,2.7,4.0,3.0,4143.0,39.0,2.0,13.0,5.0,3.0,4.0,3813.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,52.2695736,6.236339604766698
1053,1077,Nanchang,2.7,3.0,2.0,773.0,2.0,2.0,97.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,2.0,28.687547,115.8540042
1054,1078,Cardiff,2.7,4.0,3.0,4636.0,24.0,3.0,34.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,51.4816546,-3.1791934
1055,1079,Palm Coast FL,2.7,4.0,3.0,4436.0,40.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,29.5541432,-81.2207673
1056,1080,Zhongshan,2.7,3.0,2.0,1245.0,2.0,2.0,95.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,22.5213807,113.3656141
1057,1081,Juarez,2.7,3.0,2.0,1663.0,25.0,2.0,37.0,2.0,2.0,3.0,704.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,19.29348285,-100.46459244066614
1058,1082,Lincoln NE,2.7,3.0,3.0,4593.0,64.0,3.0,25.0,4.0,5.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,40.8088861,-96.7077751
1059,1083,Mashhad,2.7,3.0,2.0,1360.0,5.0,2.0,57.0,4.0,2.0,3.0,442.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,36.2974945,59.6059232
1060,1084,Thane,2.7,3.0,2.0,905.0,10.0,4.0,62.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,19.1943294,72.9701779
1061,1085,Weifang,2.7,3.0,2.0,915.0,7.0,2.0,119.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,36.7071591,119.1557441
1062,1086,Kitchener,2.7,4.0,4.0,5617.0,25.0,5.0,26.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,43.451291,-80.4927815
1063,1088,Maputo,2.7,2.0,2.0,2161.0,4.0,2.0,26.0,4.0,2.0,2.0,32.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,-25.966213,32.56745
1064,1089,Rimini,2.7,3.0,3.0,3173.0,18.0,3.0,56.0,5.0,3.0,4.0,2607.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,43.9470982,12.630768610516004
1065,1090,Salento,2.7,3.0,2.0,1115.0,10.0,3.0,56.0,1.0,2.0,3.0,484.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,2.0,4.6373012,-75.569799
1066,1091,Bournemouth,2.7,4.0,4.0,4879.0,26.0,3.0,36.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,50.7194784,-1.8767712
1067,1092,Siena,2.7,3.0,3.0,3391.0,18.0,2.0,44.0,5.0,3.0,4.0,2607.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,43.1672254,11.467181161339118
1068,1093,Wollongong,2.7,4.0,4.0,5038.0,21.0,2.0,28.0,5.0,4.0,5.0,4506.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,-34.4243941,150.89385
1069,1094,Wenling,2.7,3.0,2.0,1444.0,2.0,2.0,67.0,5.0,2.0,3.0,677.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,28.32213795,121.62828084679252
1070,1095,Baoding,2.7,3.0,2.0,724.0,2.0,2.0,132.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,38.8579735,115.490696
1071,1096,Chamonix,2.7,4.0,3.0,4781.0,27.0,3.0,13.0,4.0,2.0,4.0,3069.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,45.9246705,6.8727506
1072,1097,Wichita Falls TX,2.7,3.0,3.0,4425.0,46.0,3.0,13.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,5.0,3.0,33.9137085,-98.4933873
1073,1099,Puning,2.7,3.0,2.0,1508.0,2.0,2.0,13.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,23.2790444,116.0876485
1074,1100,Khartoum,2.7,2.0,2.0,170.0,1.0,2.0,13.0,3.0,2.0,1.0,175.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,15.5635972,32.5349123
1075,1101,Shiraz,2.7,3.0,2.0,1845.0,4.0,2.0,105.0,4.0,2.0,3.0,442.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,29.6060218,52.5378041
1076,1102,Zandvoort,2.7,4.0,3.0,4807.0,49.0,4.0,29.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,3.0,52.3713394,4.5307624
1077,1103,Novocherkassk,2.7,3.0,2.0,1006.0,15.0,2.0,29.0,2.0,2.0,4.0,721.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,47.41066,40.101986
1078,1105,Jodhpur,2.7,3.0,3.0,876.0,9.0,5.0,148.0,4.0,3.0,2.0,142.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,26.2967719,73.0351433
1079,1106,Port Said,2.7,3.0,2.0,1343.0,5.0,2.0,148.0,4.0,3.0,3.0,235.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,31.263235,32.305505
1080,1107,San Clemente CA,2.7,4.0,3.0,4621.0,51.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,33.4270275,-117.6124179
1081,1108,Amalfi,2.7,3.0,3.0,3904.0,18.0,3.0,53.0,5.0,3.0,4.0,2607.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,40.63367,14.6026095
1082,1109,Turin,2.7,4.0,3.0,3613.0,18.0,4.0,53.0,5.0,2.0,4.0,2607.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,45.0677551,7.6824892
1083,1110,Zhangjiakou,2.7,3.0,2.0,1359.0,2.0,2.0,91.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,40.8228016,114.880567
1084,1111,Wuhan,2.7,3.0,2.0,1216.0,1.0,3.0,113.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,30.5951051,114.2999353
1085,1112,Detroit MI,2.7,3.0,3.0,4863.0,37.0,3.0,17.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,42.3315509,-83.0466403
1086,1113,Santa Cruz,2.7,3.0,2.0,2893.0,6.0,5.0,17.0,2.0,4.0,3.0,259.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,28.469648,-16.2540884
1087,1114,Yichang,2.7,3.0,2.0,1297.0,1.0,2.0,99.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,30.694088,111.2803074
1088,1115,Wanaka,2.7,4.0,4.0,5182.0,24.0,3.0,99.0,5.0,5.0,5.0,3353.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,-44.6941691,169.1364637
1089,1116,Dnipro,2.7,3.0,2.0,1202.0,26.0,2.0,99.0,4.0,2.0,4.0,175.0,2.0,5.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,51.9191343,30.8243039
1090,1117,Bay Islands,2.7,3.0,2.0,2261.0,8.0,2.0,99.0,1.0,3.0,2.0,197.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,10.695556,119.301389
1091,1118,Kelowna,2.7,4.0,4.0,5040.0,25.0,5.0,21.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,49.8879177,-119.4959025
1092,1119,Guiyang,2.7,3.0,2.0,1035.0,1.0,2.0,85.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,25.7561647,112.72964
1093,1120,Windsor,2.7,4.0,4.0,5179.0,37.0,3.0,30.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,51.483757749999995,-0.6040964041849046
1094,1121,Funafuti,2.7,3.0,2.0,3191.0,0.0,2.0,30.0,2.0,2.0,4.0,257.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,-8.5199633,179.1982548
1095,1122,Tanchon,2.7,2.0,2.0,1660.0,1.0,2.0,30.0,4.0,2.0,4.0,108.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,40.4590505,128.9038646
1096,1123,Lake Como,2.7,3.0,3.0,3072.0,18.0,3.0,57.0,5.0,2.0,4.0,2607.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,45.9917589,9.264881035005711
1097,1124,Zhuzhou,2.7,3.0,2.0,1205.0,2.0,2.0,121.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,2.0,27.4989086,113.1529127
1098,1125,Yamoussoukro,2.7,2.0,2.0,2660.0,8.0,2.0,121.0,5.0,3.0,2.0,129.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.809107,-5.273263
1099,1126,Kigali,2.7,3.0,3.0,1454.0,3.0,3.0,121.0,4.0,3.0,2.0,59.0,2.0,5.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,-1.950851,30.061507
